order_id,order_date,category,region,customer_segment,quantity,unit_price,revenue
ORD-101292,2025-03-03,Electronics,North,Consumer,4,224.8,899.2
ORD-102386,2025-03-03,Electronics,North,Home Office,3,404.73,1214.19
ORD-100916,2025-03-03,Clothing,West,Consumer,2,56.4,112.8
ORD-100791,2025-03-03,Home & Kitchen,East,Home Office,3,145.44,436.32
ORD-101996,2025-03-03,Home & Kitchen,West,Corporate,4,71.28,285.12
ORD-100710,2025-03-03,Clothing,North,Home Office,5,65.53,327.65
ORD-100372,2025-03-04,Books,North,Consumer,5,24.99,124.95
ORD-101288,2025-03-04,Clothing,West,Consumer,3,32.13,96.39
ORD-101469,2025-03-04,Electronics,East,Consumer,3,437.47,1312.41
ORD-100810,2025-03-04,Electronics,South,Corporate,3,150.54,451.62
ORD-101109,2025-03-05,Books,East,Consumer,5,38.6,193.0
ORD-101438,2025-03-05,Home & Kitchen,East,Home Office,3,74.28,222.84
ORD-101922,2025-03-05,Home & Kitchen,North,Corporate,3,43.65,130.95
ORD-100332,2025-03-05,Clothing,West,Consumer,1,27.22,27.22
ORD-101325,2025-03-05,Clothing,North,Consumer,2,71.5,143.0
ORD-101451,2025-03-05,Beauty,East,Consumer,3,13.89,41.67
ORD-101941,2025-03-05,Electronics,North,Corporate,2,253.44,506.88
ORD-100659,2025-03-06,Beauty,South,Corporate,4,22.63,90.52
ORD-102184,2025-03-06,Home & Kitchen,North,Corporate,1,62.22,62.22
ORD-101829,2025-03-06,Home & Kitchen,West,Consumer,2,148.73,297.46
ORD-102135,2025-03-06,Clothing,North,Consumer,2,43.86,87.72
ORD-102102,2025-03-06,Electronics,North,Home Office,3,587.17,1761.51
ORD-101995,2025-03-06,Home & Kitchen,East,Consumer,5,33.44,167.2
ORD-100711,2025-03-06,Home & Kitchen,East,Home Office,5,154.2,771.0
ORD-101388,2025-03-06,Clothing,North,Home Office,2,55.72,111.44
ORD-100167,2025-03-07,Clothing,West,Consumer,4,68.55,274.2
ORD-100257,2025-03-07,Clothing,West,Consumer,3,56.33,168.99
ORD-100658,2025-03-07,Beauty,East,Corporate,5,17.8,89.0
ORD-101026,2025-03-07,Electronics,South,Consumer,3,233.71,701.13
ORD-100739,2025-03-07,Clothing,South,Consumer,4,38.91,155.64
ORD-101416,2025-03-08,Home & Kitchen,South,Consumer,5,119.8,599.0
ORD-100736,2025-03-08,Sports,North,Consumer,4,153.57,614.28
ORD-100546,2025-03-08,Electronics,East,Consumer,2,448.04,896.08
ORD-101454,2025-03-08,Home & Kitchen,North,Home Office,3,64.68,194.04
ORD-100959,2025-03-08,Clothing,West,Corporate,5,78.27,391.35
ORD-102146,2025-03-08,Beauty,East,Consumer,5,42.06,210.3
ORD-101788,2025-03-08,Home & Kitchen,East,Consumer,2,112.43,224.86
ORD-100583,2025-03-09,Home & Kitchen,North,Home Office,2,87.46,174.92
ORD-100347,2025-03-09,Sports,East,Consumer,1,112.56,112.56
ORD-101324,2025-03-09,Beauty,West,Corporate,4,63.92,255.68
ORD-101698,2025-03-09,Electronics,North,Consumer,2,462.26,924.52
ORD-102177,2025-03-09,Sports,East,Consumer,4,79.01,316.04
ORD-101133,2025-03-09,Beauty,West,Home Office,1,69.06,69.06
ORD-101211,2025-03-09,Electronics,East,Consumer,2,509.91,1019.82
ORD-100603,2025-03-09,Home & Kitchen,East,Home Office,4,107.74,430.96
ORD-100084,2025-03-09,Sports,South,Consumer,3,165.97,497.91
ORD-101117,2025-03-09,Books,East,Consumer,3,28.03,84.09
ORD-101226,2025-03-09,Electronics,South,Home Office,2,331.54,663.08
ORD-100717,2025-03-09,Beauty,East,Consumer,5,34.31,171.55
ORD-102031,2025-03-10,Electronics,West,Consumer,2,242.7,485.4
ORD-101669,2025-03-10,Electronics,North,Consumer,4,407.39,1629.56
ORD-100381,2025-03-10,Books,South,Consumer,5,37.18,185.9
ORD-100543,2025-03-10,Beauty,East,Consumer,4,14.25,57.0
ORD-101708,2025-03-10,Clothing,West,Consumer,1,35.15,35.15
ORD-101048,2025-03-11,Clothing,West,Consumer,3,35.51,106.53
ORD-102298,2025-03-11,Sports,South,Corporate,3,173.63,520.89
ORD-100407,2025-03-11,Home & Kitchen,North,Corporate,1,72.19,72.19
ORD-101762,2025-03-11,Home & Kitchen,South,Consumer,2,94.85,189.7
ORD-100667,2025-03-11,Sports,North,Home Office,4,73.35,293.4
ORD-100571,2025-03-11,Sports,South,Corporate,1,166.75,166.75
ORD-100067,2025-03-12,Electronics,North,Corporate,3,284.2,852.6
ORD-100252,2025-03-12,Electronics,West,Consumer,4,378.65,1514.6
ORD-102273,2025-03-12,Clothing,West,Corporate,4,63.84,255.36
ORD-100494,2025-03-12,Electronics,North,Corporate,2,323.64,647.28
ORD-101911,2025-03-12,Home & Kitchen,West,Consumer,4,40.56,162.24
ORD-100161,2025-03-12,Electronics,West,Consumer,1,414.7,414.7
ORD-101461,2025-03-12,Electronics,North,Consumer,4,232.8,931.2
ORD-101510,2025-03-13,Electronics,North,Consumer,1,173.36,173.36
ORD-101071,2025-03-13,Electronics,West,Corporate,5,415.06,2075.3
ORD-101568,2025-03-13,Clothing,South,Consumer,5,82.87,414.35
ORD-100885,2025-03-13,Sports,South,Consumer,5,65.79,328.95
ORD-102259,2025-03-13,Home & Kitchen,North,Corporate,4,130.76,523.04
ORD-101266,2025-03-13,Clothing,North,Consumer,5,26.57,132.85
ORD-101411,2025-03-14,Home & Kitchen,West,Corporate,3,110.67,332.01
ORD-101870,2025-03-14,Electronics,West,Consumer,1,132.92,132.92
ORD-100999,2025-03-14,Electronics,North,Home Office,3,377.0,1131.0
ORD-100522,2025-03-14,Books,East,Consumer,3,13.61,40.83
ORD-100602,2025-03-14,Clothing,South,Corporate,3,51.29,153.87
ORD-101184,2025-03-14,Sports,East,Corporate,1,137.76,137.76
ORD-100443,2025-03-14,Clothing,North,Consumer,4,50.24,200.96
ORD-100889,2025-03-14,Sports,North,Corporate,3,194.44,583.32
ORD-100253,2025-03-14,Electronics,South,Consumer,2,572.68,1145.36
ORD-101851,2025-03-14,Clothing,North,Corporate,1,73.97,73.97
ORD-101286,2025-03-15,Beauty,East,Consumer,4,30.44,121.76
ORD-100071,2025-03-15,Beauty,West,Consumer,5,27.0,135.0
ORD-102009,2025-03-15,Sports,South,Consumer,4,104.95,419.8
ORD-101703,2025-03-15,Home & Kitchen,East,Consumer,3,136.84,410.52
ORD-101017,2025-03-15,Electronics,West,Consumer,4,409.12,1636.48
ORD-101739,2025-03-15,Clothing,East,Corporate,3,81.52,244.56
ORD-101707,2025-03-15,Sports,West,Consumer,4,75.78,303.12
ORD-100272,2025-03-15,Electronics,South,Consumer,1,378.96,378.96
ORD-101999,2025-03-15,Home & Kitchen,North,Home Office,1,44.78,44.78
ORD-101751,2025-03-16,Electronics,South,Consumer,5,329.26,1646.3
ORD-100317,2025-03-16,Sports,East,Home Office,1,125.97,125.97
ORD-101778,2025-03-16,Electronics,East,Consumer,2,230.0,460.0
ORD-101053,2025-03-16,Sports,West,Consumer,3,41.15,123.45
ORD-101812,2025-03-16,Electronics,North,Consumer,1,166.89,166.89
ORD-101303,2025-03-16,Electronics,West,Consumer,3,228.78,686.34
ORD-102220,2025-03-17,Clothing,West,Consumer,5,45.19,225.95
ORD-102039,2025-03-17,Books,West,Corporate,2,37.34,74.68
ORD-102399,2025-03-17,Sports,North,Consumer,1,61.47,61.47
ORD-100753,2025-03-17,Books,East,Consumer,4,33.0,132.0
ORD-100610,2025-03-17,Home & Kitchen,South,Consumer,1,106.98,106.98
ORD-102268,2025-03-17,Clothing,East,Consumer,4,55.36,221.44
ORD-101903,2025-03-18,Sports,West,Corporate,3,148.68,446.04
ORD-100839,2025-03-18,Books,West,Consumer,4,17.21,68.84
ORD-100508,2025-03-18,Electronics,West,Consumer,1,554.74,554.74
ORD-102083,2025-03-19,Sports,East,Consumer,1,141.77,141.77
ORD-101570,2025-03-19,Clothing,North,Corporate,3,77.49,232.47
ORD-101636,2025-03-19,Electronics,West,Corporate,5,423.6,2118.0
ORD-102118,2025-03-19,Home & Kitchen,North,Corporate,2,137.92,275.84
ORD-101241,2025-03-19,Electronics,South,Consumer,3,587.26,1761.78
ORD-100178,2025-03-19,Beauty,East,Corporate,4,59.17,236.68
ORD-100321,2025-03-19,Electronics,West,Corporate,2,127.46,254.92
ORD-101146,2025-03-19,Sports,West,Consumer,3,170.54,511.62
ORD-100576,2025-03-19,Beauty,South,Consumer,5,22.35,111.75
ORD-101331,2025-03-20,Clothing,South,Consumer,4,87.56,350.24
ORD-101534,2025-03-20,Home & Kitchen,South,Consumer,3,46.41,139.23
ORD-100505,2025-03-20,Books,South,Home Office,5,15.91,79.55
ORD-100139,2025-03-20,Clothing,West,Consumer,4,39.86,159.44
ORD-101616,2025-03-20,Home & Kitchen,North,Home Office,1,121.72,121.72
ORD-100404,2025-03-20,Home & Kitchen,South,Home Office,1,72.78,72.78
ORD-100041,2025-03-20,Electronics,North,Corporate,1,425.39,425.39
ORD-101159,2025-03-20,Electronics,South,Consumer,1,468.71,468.71
ORD-100475,2025-03-20,Electronics,East,Consumer,3,262.86,788.58
ORD-101540,2025-03-20,Home & Kitchen,East,Home Office,3,146.48,439.44
ORD-101964,2025-03-20,Electronics,North,Corporate,1,267.54,267.54
ORD-100270,2025-03-21,Electronics,East,Home Office,3,516.14,1548.42
ORD-101092,2025-03-21,Electronics,North,Consumer,3,392.13,1176.39
ORD-100826,2025-03-21,Electronics,North,Consumer,2,136.09,272.18
ORD-101630,2025-03-21,Electronics,North,Corporate,3,123.8,371.4
ORD-101114,2025-03-21,Beauty,South,Corporate,3,35.67,107.01
ORD-100671,2025-03-21,Clothing,East,Consumer,5,32.38,161.9
ORD-101515,2025-03-21,Electronics,South,Home Office,2,336.5,673.0
ORD-101321,2025-03-22,Books,West,Consumer,5,11.67,58.35
ORD-101771,2025-03-22,Sports,West,Consumer,1,193.26,193.26
ORD-101746,2025-03-23,Home & Kitchen,North,Consumer,5,103.98,519.9
ORD-100992,2025-03-23,Home & Kitchen,South,Consumer,4,139.02,556.08
ORD-100883,2025-03-23,Beauty,South,Consumer,5,60.79,303.95
ORD-100994,2025-03-24,Sports,South,Consumer,3,135.16,405.48
ORD-101832,2025-03-24,Electronics,South,Consumer,1,175.2,175.2
ORD-101852,2025-03-24,Clothing,South,Consumer,2,79.84,159.68
ORD-100251,2025-03-24,Electronics,North,Consumer,2,155.37,310.74
ORD-100701,2025-03-24,Books,East,Consumer,5,13.89,69.45
ORD-100007,2025-03-24,Electronics,South,Consumer,3,342.05,1026.15
ORD-100110,2025-03-24,Home & Kitchen,North,Consumer,3,171.57,514.71
ORD-100828,2025-03-24,Home & Kitchen,South,Consumer,2,123.88,247.76
ORD-101520,2025-03-24,Clothing,East,Corporate,3,80.95,242.85
ORD-101302,2025-03-25,Clothing,East,Consumer,1,64.64,64.64
ORD-101242,2025-03-25,Sports,South,Consumer,1,73.11,73.11
ORD-101653,2025-03-25,Home & Kitchen,South,Corporate,5,31.19,155.95
ORD-101696,2025-03-25,Sports,North,Consumer,3,38.0,114.0
ORD-100250,2025-03-26,Home & Kitchen,East,Home Office,2,43.44,86.88
ORD-100749,2025-03-26,Clothing,North,Corporate,4,46.66,186.64
ORD-101060,2025-03-26,Books,West,Consumer,1,16.61,16.61
ORD-101102,2025-03-26,Books,North,Corporate,3,37.21,111.63
ORD-100566,2025-03-26,Clothing,South,Corporate,5,37.79,188.95
ORD-101802,2025-03-26,Books,South,Corporate,1,32.53,32.53
ORD-101364,2025-03-27,Home & Kitchen,North,Home Office,2,96.28,192.56
ORD-101655,2025-03-27,Electronics,East,Consumer,5,267.43,1337.15
ORD-101392,2025-03-27,Electronics,East,Consumer,2,135.76,271.52
ORD-100342,2025-03-27,Electronics,North,Consumer,4,232.35,929.4
ORD-102236,2025-03-28,Clothing,North,Consumer,1,16.02,16.02
ORD-100412,2025-03-28,Home & Kitchen,West,Consumer,4,43.69,174.76
ORD-100406,2025-03-28,Electronics,North,Corporate,1,279.43,279.43
ORD-100769,2025-03-28,Clothing,East,Corporate,4,76.44,305.76
ORD-100832,2025-03-28,Electronics,West,Corporate,1,249.23,249.23
ORD-100179,2025-03-29,Books,East,Consumer,4,19.09,76.36
ORD-102372,2025-03-29,Home & Kitchen,East,Consumer,1,143.35,143.35
ORD-100131,2025-03-29,Home & Kitchen,East,Corporate,4,29.2,116.8
ORD-101888,2025-03-30,Electronics,North,Consumer,5,216.86,1084.3
ORD-100748,2025-03-30,Home & Kitchen,South,Corporate,5,61.37,306.85
ORD-101837,2025-03-31,Home & Kitchen,East,Consumer,1,43.18,43.18
ORD-101944,2025-03-31,Electronics,South,Consumer,3,382.74,1148.22
ORD-101504,2025-03-31,Books,East,Corporate,4,13.64,54.56
ORD-101037,2025-03-31,Books,North,Consumer,3,26.65,79.95
ORD-101032,2025-03-31,Home & Kitchen,South,Consumer,5,145.78,728.9
ORD-101233,2025-03-31,Home & Kitchen,North,Corporate,5,165.34,826.7
ORD-100094,2025-03-31,Electronics,West,Consumer,1,159.63,159.63
ORD-101757,2025-03-31,Electronics,South,Consumer,2,364.4,728.8
ORD-102051,2025-03-31,Clothing,South,Home Office,4,16.36,65.44
ORD-100384,2025-03-31,Home & Kitchen,West,Corporate,3,65.33,195.99
ORD-100974,2025-03-31,Home & Kitchen,East,Corporate,1,83.74,83.74
ORD-100164,2025-03-31,Home & Kitchen,East,Home Office,1,99.14,99.14
ORD-100063,2025-04-01,Books,North,Consumer,2,14.33,28.66
ORD-100294,2025-04-01,Home & Kitchen,East,Consumer,4,31.49,125.96
ORD-100686,2025-04-01,Home & Kitchen,North,Home Office,4,85.08,340.32
ORD-100697,2025-04-01,Electronics,East,Consumer,3,373.05,1119.15
ORD-100964,2025-04-01,Electronics,South,Consumer,1,334.69,334.69
ORD-102363,2025-04-01,Electronics,North,Corporate,1,434.42,434.42
ORD-100507,2025-04-01,Electronics,North,Home Office,5,145.44,727.2
ORD-100379,2025-04-01,Beauty,West,Consumer,2,32.37,64.74
ORD-102034,2025-04-02,Electronics,North,Home Office,5,302.67,1513.35
ORD-101494,2025-04-02,Home & Kitchen,South,Home Office,5,143.38,716.9
ORD-101449,2025-04-02,Electronics,North,Consumer,2,589.82,1179.64
ORD-100954,2025-04-02,Home & Kitchen,West,Consumer,3,76.41,229.23
ORD-100301,2025-04-02,Books,West,Corporate,1,33.86,33.86
ORD-101918,2025-04-02,Electronics,East,Consumer,2,144.99,289.98
ORD-100740,2025-04-03,Home & Kitchen,West,Consumer,5,159.11,795.55
ORD-100632,2025-04-03,Home & Kitchen,West,Consumer,5,37.19,185.95
ORD-101705,2025-04-03,Books,North,Consumer,4,35.03,140.12
ORD-100377,2025-04-03,Home & Kitchen,West,Corporate,4,136.34,545.36
ORD-101687,2025-04-03,Clothing,East,Corporate,5,79.12,395.6
ORD-100694,2025-04-03,Electronics,North,Consumer,1,336.7,336.7
ORD-101549,2025-04-03,Electronics,North,Corporate,4,520.16,2080.64
ORD-101927,2025-04-03,Clothing,East,Corporate,4,60.33,241.32
ORD-100483,2025-04-03,Electronics,West,Corporate,5,543.51,2717.55
ORD-102123,2025-04-04,Electronics,South,Corporate,1,561.22,561.22
ORD-100025,2025-04-04,Clothing,East,Corporate,5,78.64,393.2
ORD-101093,2025-04-04,Beauty,East,Corporate,5,19.97,99.85
ORD-101533,2025-04-04,Beauty,South,Consumer,4,27.73,110.92
ORD-102214,2025-04-04,Electronics,East,Consumer,2,488.09,976.18
ORD-101670,2025-04-04,Electronics,West,Consumer,4,143.58,574.32
ORD-100650,2025-04-04,Home & Kitchen,South,Consumer,2,171.16,342.32
ORD-101061,2025-04-04,Electronics,North,Consumer,3,443.91,1331.73
ORD-101979,2025-04-05,Home & Kitchen,West,Consumer,1,62.44,62.44
ORD-101045,2025-04-05,Home & Kitchen,South,Consumer,4,29.11,116.44
ORD-101528,2025-04-05,Home & Kitchen,West,Consumer,5,54.18,270.9
ORD-100676,2025-04-05,Home & Kitchen,West,Consumer,3,57.64,172.92
ORD-100376,2025-04-05,Home & Kitchen,South,Consumer,5,171.26,856.3
ORD-101490,2025-04-06,Electronics,North,Consumer,2,176.07,352.14
ORD-102206,2025-04-06,Electronics,West,Consumer,4,241.66,966.64
ORD-100722,2025-04-06,Home & Kitchen,East,Consumer,4,33.96,135.84
ORD-101196,2025-04-06,Electronics,North,Corporate,3,587.46,1762.38
ORD-101801,2025-04-06,Sports,North,Consumer,4,166.75,667.0
ORD-101780,2025-04-06,Clothing,North,Consumer,3,19.96,59.88
ORD-102246,2025-04-06,Electronics,West,Corporate,2,346.76,693.52
ORD-102389,2025-04-06,Electronics,South,Corporate,2,480.79,961.58
ORD-101371,2025-04-07,Sports,North,Consumer,3,198.8,596.4
ORD-101192,2025-04-07,Home & Kitchen,East,Home Office,1,132.92,132.92
ORD-100448,2025-04-07,Electronics,South,Corporate,2,384.27,768.54
ORD-102027,2025-04-07,Electronics,North,Consumer,4,472.98,1891.92
ORD-101826,2025-04-07,Home & Kitchen,East,Consumer,3,109.25,327.75
ORD-101615,2025-04-08,Clothing,South,Corporate,3,19.6,58.8
ORD-100983,2025-04-08,Beauty,North,Consumer,1,64.86,64.86
ORD-100081,2025-04-08,Electronics,West,Corporate,4,283.77,1135.08
ORD-100721,2025-04-08,Books,East,Consumer,2,15.33,30.66
ORD-101243,2025-04-08,Clothing,South,Corporate,5,79.39,396.95
ORD-100060,2025-04-08,Books,South,Consumer,4,26.45,105.8
ORD-102261,2025-04-08,Home & Kitchen,West,Home Office,2,59.0,118.0
ORD-100573,2025-04-08,Clothing,South,Consumer,3,57.68,173.04
ORD-101323,2025-04-09,Home & Kitchen,West,Corporate,3,103.2,309.6
ORD-101129,2025-04-09,Clothing,West,Home Office,4,17.03,68.12
ORD-100535,2025-04-09,Home & Kitchen,North,Consumer,2,119.95,239.9
ORD-101247,2025-04-09,Clothing,West,Corporate,1,84.38,84.38
ORD-101431,2025-04-09,Books,South,Corporate,3,21.04,63.12
ORD-101042,2025-04-09,Clothing,North,Consumer,3,70.6,211.8
ORD-101212,2025-04-09,Sports,East,Corporate,5,125.85,629.25
ORD-101968,2025-04-09,Beauty,North,Corporate,3,22.44,67.32
ORD-102026,2025-04-09,Books,West,Consumer,1,8.28,8.28
ORD-102002,2025-04-10,Clothing,East,Corporate,2,61.75,123.5
ORD-100267,2025-04-10,Electronics,East,Consumer,4,215.25,861.0
ORD-101337,2025-04-10,Home & Kitchen,East,Home Office,2,46.8,93.6
ORD-101166,2025-04-11,Electronics,South,Consumer,4,567.98,2271.92
ORD-101267,2025-04-11,Electronics,South,Corporate,2,489.67,979.34
ORD-101002,2025-04-12,Electronics,North,Consumer,3,582.99,1748.97
ORD-101219,2025-04-12,Sports,South,Consumer,5,131.82,659.1
ORD-101307,2025-04-12,Electronics,East,Home Office,3,283.54,850.62
ORD-100808,2025-04-12,Home & Kitchen,South,Consumer,5,115.54,577.7
ORD-101657,2025-04-12,Home & Kitchen,North,Corporate,4,59.43,237.72
ORD-101724,2025-04-12,Clothing,East,Home Office,5,80.52,402.6
ORD-102072,2025-04-12,Sports,West,Consumer,5,88.91,444.55
ORD-102354,2025-04-12,Sports,West,Corporate,1,192.45,192.45
ORD-100023,2025-04-12,Beauty,North,Consumer,4,18.3,73.2
ORD-100572,2025-04-13,Beauty,West,Consumer,1,29.76,29.76
ORD-100817,2025-04-13,Beauty,North,Consumer,5,26.12,130.6
ORD-100214,2025-04-13,Clothing,South,Consumer,4,22.13,88.52
ORD-100158,2025-04-13,Home & Kitchen,West,Consumer,5,45.42,227.1
ORD-100978,2025-04-13,Books,East,Home Office,2,30.64,61.28
ORD-101525,2025-04-13,Books,East,Home Office,4,9.41,37.64
ORD-101863,2025-04-13,Electronics,South,Consumer,1,579.65,579.65
ORD-102330,2025-04-13,Electronics,East,Consumer,3,177.74,533.22
ORD-101082,2025-04-13,Clothing,North,Corporate,3,45.39,136.17
ORD-102327,2025-04-14,Clothing,North,Consumer,1,79.63,79.63
ORD-100725,2025-04-14,Electronics,North,Consumer,4,313.15,1252.6
ORD-101511,2025-04-14,Home & Kitchen,North,Consumer,4,87.8,351.2
ORD-102342,2025-04-14,Home & Kitchen,West,Home Office,2,134.61,269.22
ORD-100886,2025-04-14,Beauty,West,Home Office,4,43.9,175.6
ORD-101111,2025-04-14,Home & Kitchen,North,Corporate,5,151.23,756.15
ORD-102149,2025-04-14,Clothing,North,Home Office,3,55.25,165.75
ORD-102350,2025-04-15,Electronics,West,Home Office,5,311.7,1558.5
ORD-100010,2025-04-15,Books,East,Home Office,2,27.95,55.9
ORD-101711,2025-04-15,Home & Kitchen,East,Consumer,3,77.61,232.83
ORD-102278,2025-04-15,Clothing,South,Corporate,2,28.91,57.82
ORD-101726,2025-04-15,Clothing,East,Home Office,5,42.26,211.3
ORD-102312,2025-04-15,Electronics,West,Home Office,2,390.6,781.2
ORD-101957,2025-04-15,Books,East,Corporate,4,26.95,107.8
ORD-100946,2025-04-15,Books,North,Corporate,5,17.35,86.75
ORD-102209,2025-04-16,Beauty,South,Consumer,5,20.65,103.25
ORD-102043,2025-04-16,Sports,West,Corporate,1,27.77,27.77
ORD-100692,2025-04-16,Clothing,East,Home Office,3,67.28,201.84
ORD-101372,2025-04-16,Books,East,Consumer,5,10.33,51.65
ORD-101057,2025-04-16,Clothing,North,Consumer,4,80.37,321.48
ORD-102287,2025-04-16,Clothing,East,Consumer,3,64.25,192.75
ORD-101953,2025-04-16,Electronics,North,Home Office,1,271.02,271.02
ORD-101315,2025-04-16,Electronics,South,Consumer,5,578.22,2891.1
ORD-102244,2025-04-17,Books,West,Corporate,3,11.77,35.31
ORD-101281,2025-04-17,Electronics,South,Corporate,5,245.59,1227.95
ORD-101046,2025-04-17,Beauty,West,Consumer,1,11.39,11.39
ORD-100914,2025-04-17,Sports,South,Consumer,4,119.51,478.04
ORD-102013,2025-04-17,Electronics,West,Consumer,4,430.55,1722.2
ORD-100963,2025-04-17,Sports,West,Consumer,5,172.38,861.9
ORD-100961,2025-04-17,Electronics,West,Consumer,1,288.16,288.16
ORD-102260,2025-04-18,Electronics,South,Consumer,3,460.01,1380.03
ORD-100782,2025-04-18,Books,East,Home Office,4,28.69,114.76
ORD-102205,2025-04-18,Books,South,Consumer,3,30.01,90.03
ORD-101937,2025-04-18,Electronics,North,Home Office,4,514.52,2058.08
ORD-100806,2025-04-18,Clothing,North,Corporate,5,57.15,285.75
ORD-102204,2025-04-19,Clothing,East,Corporate,3,64.71,194.13
ORD-100312,2025-04-19,Beauty,North,Consumer,1,57.36,57.36
ORD-102333,2025-04-19,Electronics,South,Corporate,1,547.97,547.97
ORD-101677,2025-04-19,Electronics,North,Corporate,3,447.78,1343.34
ORD-102225,2025-04-19,Beauty,South,Corporate,1,55.73,55.73
ORD-100370,2025-04-19,Home & Kitchen,West,Home Office,2,149.43,298.86
ORD-100504,2025-04-19,Electronics,East,Corporate,3,360.36,1081.08
ORD-100009,2025-04-20,Beauty,North,Consumer,2,47.22,94.44
ORD-100519,2025-04-20,Home & Kitchen,North,Home Office,1,140.3,140.3
ORD-100426,2025-04-20,Clothing,East,Corporate,5,60.78,303.9
ORD-102210,2025-04-20,Electronics,South,Consumer,5,448.49,2242.45
ORD-100143,2025-04-20,Clothing,East,Home Office,3,84.48,253.44
ORD-102075,2025-04-20,Electronics,North,Consumer,3,235.09,705.27
ORD-100322,2025-04-20,Sports,West,Consumer,5,177.27,886.35
ORD-101554,2025-04-20,Electronics,North,Consumer,5,147.62,738.1
ORD-100021,2025-04-21,Electronics,North,Corporate,2,385.41,770.82
ORD-100430,2025-04-21,Home & Kitchen,East,Consumer,2,160.19,320.38
ORD-102351,2025-04-21,Home & Kitchen,West,Consumer,4,74.36,297.44
ORD-100789,2025-04-21,Beauty,East,Corporate,1,25.32,25.32
ORD-101659,2025-04-21,Home & Kitchen,West,Consumer,3,98.26,294.78
ORD-101213,2025-04-21,Books,South,Corporate,3,19.92,59.76
ORD-102344,2025-04-21,Books,East,Consumer,5,29.56,147.8
ORD-101618,2025-04-21,Clothing,West,Consumer,3,74.88,224.64
ORD-101016,2025-04-21,Home & Kitchen,West,Consumer,5,34.42,172.1
ORD-101317,2025-04-22,Clothing,East,Consumer,3,20.15,60.45
ORD-100386,2025-04-22,Sports,North,Home Office,3,52.04,156.12
ORD-101816,2025-04-22,Home & Kitchen,East,Corporate,4,179.03,716.12
ORD-100500,2025-04-22,Electronics,West,Consumer,1,126.48,126.48
ORD-102181,2025-04-22,Beauty,East,Corporate,2,40.11,80.22
ORD-100337,2025-04-22,Books,East,Consumer,4,35.73,142.92
ORD-102172,2025-04-22,Books,South,Home Office,5,14.3,71.5
ORD-101676,2025-04-22,Electronics,East,Corporate,2,417.56,835.12
ORD-101059,2025-04-22,Electronics,West,Consumer,4,180.44,721.76
ORD-100537,2025-04-22,Beauty,West,Corporate,2,63.89,127.78
ORD-100436,2025-04-22,Clothing,West,Consumer,4,72.88,291.52
ORD-100550,2025-04-23,Sports,North,Home Office,3,106.18,318.54
ORD-102055,2025-04-23,Electronics,East,Consumer,2,148.18,296.36
ORD-100228,2025-04-23,Electronics,South,Home Office,2,350.83,701.66
ORD-100306,2025-04-24,Books,South,Corporate,1,39.59,39.59
ORD-101545,2025-04-24,Sports,North,Home Office,5,116.47,582.35
ORD-101912,2025-04-24,Electronics,North,Consumer,5,430.14,2150.7
ORD-100683,2025-04-24,Books,South,Consumer,3,15.93,47.79
ORD-100600,2025-04-24,Clothing,North,Consumer,5,77.87,389.35
ORD-101843,2025-04-24,Sports,North,Home Office,3,132.22,396.66
ORD-102062,2025-04-24,Electronics,West,Consumer,5,385.35,1926.75
ORD-100260,2025-04-24,Electronics,West,Corporate,2,293.27,586.54
ORD-100395,2025-04-24,Sports,South,Consumer,2,51.69,103.38
ORD-101491,2025-04-24,Electronics,West,Consumer,4,125.19,500.76
ORD-100986,2025-04-24,Sports,West,Home Office,1,28.41,28.41
ORD-101702,2025-04-24,Clothing,North,Consumer,5,85.11,425.55
ORD-101666,2025-04-24,Electronics,East,Consumer,5,541.24,2706.2
ORD-101252,2025-04-25,Clothing,North,Corporate,4,65.31,261.24
ORD-100464,2025-04-25,Electronics,South,Consumer,3,338.59,1015.77
ORD-100681,2025-04-25,Home & Kitchen,North,Consumer,4,129.09,516.36
ORD-100431,2025-04-25,Electronics,West,Home Office,4,384.51,1538.04
ORD-101273,2025-04-25,Home & Kitchen,South,Corporate,1,172.04,172.04
ORD-100995,2025-04-25,Electronics,South,Consumer,2,552.3,1104.6
ORD-101861,2025-04-26,Beauty,South,Corporate,1,33.41,33.41
ORD-102153,2025-04-26,Clothing,West,Home Office,4,30.21,120.84
ORD-101428,2025-04-26,Electronics,South,Corporate,4,511.04,2044.16
ORD-101019,2025-04-26,Beauty,East,Corporate,4,54.74,218.96
ORD-100763,2025-04-26,Home & Kitchen,West,Consumer,1,29.68,29.68
ORD-100984,2025-04-26,Sports,East,Home Office,1,161.7,161.7
ORD-101167,2025-04-26,Electronics,North,Corporate,3,335.4,1006.2
ORD-101767,2025-04-27,Home & Kitchen,West,Corporate,3,99.35,298.05
ORD-101834,2025-04-27,Home & Kitchen,East,Consumer,2,34.06,68.12
ORD-100423,2025-04-27,Clothing,South,Home Office,4,34.91,139.64
ORD-101381,2025-04-27,Clothing,North,Home Office,4,44.85,179.4
ORD-102091,2025-04-27,Books,North,Corporate,4,22.96,91.84
ORD-102393,2025-04-27,Electronics,South,Consumer,4,187.19,748.76
ORD-101892,2025-04-27,Home & Kitchen,South,Corporate,5,111.71,558.55
ORD-100109,2025-04-28,Clothing,East,Consumer,2,41.03,82.06
